Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Lead Time,Lead Time Binned,Cluster
33,US-2016-150630,2016-09-17,2016-09-21,3,TB-21520,Tracy Blumstein,0,United States,Philadelphia,Pennsylvania,19140.0,1,OFF-BI-10001525,1,3,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",0.01283965840983613,0.5714285714285714,0,2
34,US-2016-150630,2016-09-17,2016-09-21,3,TB-21520,Tracy Blumstein,0,United States,Philadelphia,Pennsylvania,19140.0,1,OFF-AR-10001683,1,2,Lumber Crayons,0.030659839133933615,0.5714285714285714,0,2
35,CA-2018-107727,2018-10-19,2018-10-23,2,MA-17560,Matt Abelman,2,United States,Houston,Texas,77095.0,0,OFF-PA-10000249,1,12,Easy-staple paper,0.058108762756582985,0.5714285714285714,0,2
37,CA-2017-117590,2017-12-08,2017-12-10,0,GH-14485,Gene Hale,1,United States,Richardson,Texas,75080.0,0,FUR-FU-10003664,0,9,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",0.3812982187826547,0.2857142857142857,0,1
38,CA-2016-117415,2016-12-27,2016-12-31,3,SN-20710,Steve Nguyen,2,United States,Houston,Texas,77041.0,0,OFF-EN-10002986,1,7,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",0.22597318365075492,0.5714285714285714,0,2
40,CA-2016-117415,2016-12-27,2016-12-31,3,SN-20710,Steve Nguyen,2,United States,Houston,Texas,77041.0,0,FUR-CH-10004218,0,5,"Global Fabric Manager's Chair, Dark Gray",0.4236126402773719,0.5714285714285714,0,2
41,CA-2016-117415,2016-12-27,2016-12-31,3,SN-20710,Steve Nguyen,2,United States,Houston,Texas,77041.0,0,TEC-PH-10000486,2,13,Plantronics HL10 Handset Lifter,0.7421218466367463,0.5714285714285714,0,2
42,CA-2018-120999,2018-09-10,2018-09-15,3,LC-16930,Linda Cazamias,1,United States,Naperville,Illinois,60540.0,0,TEC-PH-10004093,2,13,Panasonic Kx-TS550,0.2937146929411906,0.7142857142857142,1,2
43,CA-2017-101343,2017-07-17,2017-07-22,3,RA-19885,Ruben Ausman,1,United States,Los Angeles,California,90049.0,3,OFF-ST-10003479,1,14,"Eldon Base for stackable storage shelf, platinum",0.15501275157843322,0.7142857142857142,1,0
44,CA-2018-139619,2018-09-19,2018-09-23,3,ES-14080,Erin Smith,1,United States,Melbourne,Florida,32935.0,2,OFF-ST-10003282,1,14,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",0.1905169894263992,0.5714285714285714,0,0
45,CA-2017-118255,2017-03-11,2017-03-13,0,ON-18715,Odella Nelson,1,United States,Eagan,Minnesota,55122.0,0,TEC-AC-10000171,2,0,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",0.09115476852982508,0.2857142857142857,0,1
46,CA-2017-118255,2017-03-11,2017-03-13,0,ON-18715,Odella Nelson,1,United States,Eagan,Minnesota,55122.0,0,OFF-BI-10003291,1,3,Wilson Jones Leather-Like Binders with DublLock Round Rings,0.03406292913965882,0.2857142857142857,0,1
47,CA-2015-146703,2015-10-20,2015-10-25,2,PO-18865,Patrick O'Donnell,0,United States,Westland,Michigan,48185.0,0,OFF-ST-10001713,1,14,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",0.4234164621476301,0.7142857142857142,1,2
48,CA-2017-169194,2017-06-20,2017-06-25,3,LH-16900,Lena Hernandez,0,United States,Dover,Delaware,19901.0,1,TEC-AC-10002167,2,0,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,0.08919298723240703,0.7142857142857142,1,2
49,CA-2017-169194,2017-06-20,2017-06-25,3,LH-16900,Lena Hernandez,0,United States,Dover,Delaware,19901.0,1,TEC-PH-10003988,2,13,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",0.0427508177425102,0.7142857142857142,1,2
50,CA-2016-115742,2016-04-18,2016-04-22,3,DP-13000,Darren Powers,0,United States,New Albany,Indiana,47150.0,0,OFF-BI-10004410,1,3,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",0.07562066356251476,0.5714285714285714,0,2
51,CA-2016-115742,2016-04-18,2016-04-22,3,DP-13000,Darren Powers,0,United States,New Albany,Indiana,47150.0,0,OFF-LA-10002762,1,10,Avery 485,0.14960784392228146,0.5714285714285714,0,2
52,CA-2016-115742,2016-04-18,2016-04-22,3,DP-13000,Darren Powers,0,United States,New Albany,Indiana,47150.0,0,FUR-FU-10001706,0,9,Longer-Life Soft White Bulbs,0.011442389689838375,0.5714285714285714,0,2
53,CA-2016-115742,2016-04-18,2016-04-22,3,DP-13000,Darren Powers,0,United States,New Albany,Indiana,47150.0,0,FUR-CH-10003061,0,5,"Global Leather Task Chair, Black",0.1792547633250992,0.5714285714285714,0,2
54,CA-2017-105816,2017-12-11,2017-12-17,3,JM-15265,Janet Molinari,1,United States,New York City,New York,10024.0,1,OFF-FA-10000304,1,8,Advantus Push Pins,0.02965893030872032,0.8571428571428571,1,2
56,CA-2017-111682,2017-06-17,2017-06-18,0,TB-21055,Ted Butterfield,0,United States,Troy,New York,12180.0,1,OFF-ST-10000604,1,14,Home/Office Personal File Carts,0.4166102821361797,0.14285714285714285,0,1
57,CA-2017-111682,2017-06-17,2017-06-18,0,TB-21055,Ted Butterfield,0,United States,Troy,New York,12180.0,1,OFF-PA-10001569,1,12,Xerox 232,0.06397008483703202,0.14285714285714285,0,1
58,CA-2017-111682,2017-06-17,2017-06-18,0,TB-21055,Ted Butterfield,0,United States,Troy,New York,12180.0,1,FUR-CH-10003968,0,5,Novimex Turbo Task Chair,0.6385117686859669,0.14285714285714285,0,1
59,CA-2017-111682,2017-06-17,2017-06-18,0,TB-21055,Ted Butterfield,0,United States,Troy,New York,12180.0,1,OFF-PA-10000587,1,12,"Array Parchment Paper, Assorted Colors",0.02825765795342171,0.14285714285714285,0,1
60,CA-2017-111682,2017-06-17,2017-06-18,0,TB-21055,Ted Butterfield,0,United States,Troy,New York,12180.0,1,TEC-AC-10002167,2,0,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,0.05916572247600822,0.14285714285714285,0,1
61,CA-2017-111682,2017-06-17,2017-06-18,0,TB-21055,Ted Butterfield,0,United States,Troy,New York,12180.0,1,OFF-BI-10001460,1,3,Plastic Binding Combs,0.09615931265589155,0.14285714285714285,0,1
62,CA-2017-111682,2017-06-17,2017-06-18,0,TB-21055,Ted Butterfield,0,United States,Troy,New York,12180.0,1,OFF-AR-10001868,1,2,Prang Dustless Chalk Sticks,0.0024742466159272617,0.14285714285714285,0,1
63,CA-2016-135545,2016-11-24,2016-11-30,3,KM-16720,Kunst Miller,0,United States,Los Angeles,California,90004.0,3,TEC-AC-10004633,2,0,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",0.02709660371617429,0.8571428571428571,1,0
64,CA-2016-135545,2016-11-24,2016-11-30,3,KM-16720,Kunst Miller,0,United States,Los Angeles,California,90004.0,3,OFF-BI-10001078,1,3,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",0.050806131967826795,0.8571428571428571,1,0
65,CA-2016-135545,2016-11-24,2016-11-30,3,KM-16720,Kunst Miller,0,United States,Los Angeles,California,90004.0,3,OFF-PA-10003892,1,12,Xerox 1943,0.29283789681030375,0.8571428571428571,1,0
66,CA-2016-135545,2016-11-24,2016-11-30,3,KM-16720,Kunst Miller,0,United States,Los Angeles,California,90004.0,3,FUR-FU-10000397,0,9,Luxo Economy Swing Arm Lamp,0.15877616876123524,0.8571428571428571,1,0
67,US-2016-164175,2016-04-30,2016-05-05,3,PS-18970,Paul Stevenson,2,United States,Chicago,Illinois,60610.0,0,FUR-CH-10001146,0,5,"Global Value Mid-Back Manager's Chair, Gray",0.42572856153387284,0.7142857142857142,1,2
69,CA-2015-106376,2015-12-05,2015-12-10,3,BS-11590,Brendan Sweed,1,United States,Gilbert,Arizona,85234.0,3,TEC-PH-10002726,2,13,netTALK DUO VoIP Telephone Service,0.3353525000700636,0.7142857142857142,1,0
70,CA-2017-119823,2017-06-04,2017-06-06,0,KD-16270,Karen Daniels,0,United States,Springfield,Virginia,22153.0,2,OFF-PA-10000482,1,12,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",0.15100911627758004,0.2857142857142857,0,1
71,CA-2017-106075,2017-09-18,2017-09-23,3,HM-14980,Henry MacAllister,0,United States,New York City,New York,10009.0,1,OFF-BI-10004654,1,3,Avery Binding System Hidden Tab Executive Style Index Sets,0.008351583237579722,0.7142857142857142,1,2
72,CA-2018-114440,2018-09-14,2018-09-17,2,TB-21520,Tracy Blumstein,0,United States,Jackson,Michigan,49201.0,0,OFF-PA-10004675,1,12,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",0.03724581920383709,0.42857142857142855,0,2
74,US-2016-134026,2016-04-26,2016-05-02,3,JE-15745,Joel Eaton,0,United States,Memphis,Tennessee,38109.0,2,FUR-FU-10003708,0,9,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",0.19336757776060667,0.8571428571428571,1,0
75,US-2016-134026,2016-04-26,2016-05-02,3,JE-15745,Joel Eaton,0,United States,Memphis,Tennessee,38109.0,2,OFF-ST-10004123,1,14,Safco Industrial Wire Shelving System,0.14481148883185935,0.8571428571428571,1,0
76,US-2018-118038,2018-12-09,2018-12-11,0,KB-16600,Ken Brennan,1,United States,Houston,Texas,77041.0,0,OFF-BI-10004182,1,3,Economy Binders,0.0016094613909429763,0.2857142857142857,0,1
77,US-2018-118038,2018-12-09,2018-12-11,0,KB-16600,Ken Brennan,1,United States,Houston,Texas,77041.0,0,FUR-FU-10000260,0,9,"6"" Cubicle Wall Clock, Black",0.01854483871355191,0.2857142857142857,0,1
78,US-2018-118038,2018-12-09,2018-12-11,0,KB-16600,Ken Brennan,1,United States,Houston,Texas,77041.0,0,OFF-ST-10000615,1,14,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",0.05364070576083084,0.2857142857142857,0,1
79,US-2015-147606,2015-11-26,2015-12-01,2,JE-15745,Joel Eaton,0,United States,Houston,Texas,77070.0,0,FUR-FU-10003194,0,9,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",0.03774627361644374,0.7142857142857142,1,2
80,CA-2017-127208,2017-06-12,2017-06-15,0,SC-20770,Stewart Carmichael,1,United States,Decatur,Alabama,35601.0,2,OFF-AP-10002118,1,1,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",0.41580955507600903,0.42857142857142855,0,1
81,CA-2017-127208,2017-06-12,2017-06-15,0,SC-20770,Stewart Carmichael,1,United States,Decatur,Alabama,35601.0,2,OFF-BI-10002309,1,3,Avery Heavy-Duty EZD  Binder With Locking Rings,0.03262162043135167,0.42857142857142855,0,1
82,CA-2015-139451,2015-10-12,2015-10-16,3,DN-13690,Duane Noonan,0,United States,San Francisco,California,94122.0,3,OFF-AR-10002053,1,2,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",0.02893827595456675,0.5714285714285714,0,0
83,CA-2015-139451,2015-10-12,2015-10-16,3,DN-13690,Duane Noonan,0,United States,San Francisco,California,94122.0,3,OFF-ST-10002370,1,14,"Sortfiler Multipurpose Personal File Organizer, Black",0.0419300725058353,0.5714285714285714,0,0
84,CA-2016-149734,2016-09-03,2016-09-08,3,JC-16105,Julie Creighton,1,United States,Durham,North Carolina,27707.0,2,OFF-EN-10000927,1,7,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,0.40144451161654787,0.7142857142857142,1,0
85,US-2018-119662,2018-11-13,2018-11-16,0,CS-12400,Christopher Schild,2,United States,Chicago,Illinois,60623.0,0,OFF-ST-10003656,1,14,Safco Industrial Wire Shelving,0.46028193599788614,0.42857142857142855,0,1
86,CA-2018-140088,2018-05-28,2018-05-30,2,PO-18865,Patrick O'Donnell,0,United States,Columbia,South Carolina,29203.0,2,FUR-CH-10000863,0,5,Novimex Swivel Fabric Task Chair,0.6035800506860229,0.2857142857142857,0,1
87,CA-2018-155558,2018-10-26,2018-11-02,3,PG-18895,Paul Gonzalez,0,United States,Rochester,Minnesota,55901.0,0,TEC-AC-10001998,2,0,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,0.03912752779523808,1.0,1,2
88,CA-2018-155558,2018-10-26,2018-11-02,3,PG-18895,Paul Gonzalez,0,United States,Rochester,Minnesota,55901.0,0,OFF-LA-10000134,1,10,Avery 511,0.011442389689838375,1.0,1,2
89,CA-2017-159695,2017-04-05,2017-04-10,2,GM-14455,Gary Mitchum,2,United States,Houston,Texas,77095.0,0,OFF-ST-10003442,1,14,Eldon Portable Mobile Manager,0.3161350506259684,0.7142857142857142,1,2
90,CA-2017-109806,2017-09-17,2017-09-22,3,JS-15685,Jim Sink,1,United States,Los Angeles,California,90036.0,3,OFF-AR-10004930,1,2,Turquoise Lead Holder with Pocket Clip,0.03934772773678501,0.7142857142857142,1,0
91,CA-2017-109806,2017-09-17,2017-09-22,3,JS-15685,Jim Sink,1,United States,Los Angeles,California,90036.0,3,TEC-PH-10004093,2,13,Panasonic Kx-TS550,0.14641294295220061,0.7142857142857142,1,0
92,CA-2017-109806,2017-09-17,2017-09-22,3,JS-15685,Jim Sink,1,United States,Los Angeles,California,90036.0,3,OFF-PA-10000304,1,12,Xerox 1995,0.012082971337974882,0.7142857142857142,1,0
93,CA-2016-149587,2016-01-31,2016-02-05,2,KB-16315,Karl Braun,0,United States,Minneapolis,Minnesota,55407.0,0,OFF-PA-10003177,1,12,Xerox 1999,0.02505474971273917,0.7142857142857142,1,2
94,CA-2016-149587,2016-01-31,2016-02-05,2,KB-16315,Karl Braun,0,United States,Minneapolis,Minnesota,55407.0,0,FUR-FU-10003799,0,9,"Seth Thomas 13 1/2"" Wall Clock",0.10588814643696477,0.7142857142857142,1,2
95,CA-2016-149587,2016-01-31,2016-02-05,2,KB-16315,Karl Braun,0,United States,Minneapolis,Minnesota,55407.0,0,OFF-BI-10002852,1,3,Ibico Standard Transparent Covers,0.06509110272127092,0.7142857142857142,1,2
96,US-2018-109484,2018-11-06,2018-11-12,3,RB-19705,Roger Barcio,2,United States,Portland,Oregon,97206.0,3,OFF-BI-10004738,1,3,Flexible Leather- Look Classic Collection Ring Binder,0.010485520852934466,0.8571428571428571,1,0
97,CA-2018-161018,2018-11-09,2018-11-11,2,PN-18775,Parhena Norris,2,United States,New York City,New York,10009.0,1,FUR-FU-10000629,0,9,9-3/4 Diameter Round Wall Clock,0.1923466507588891,0.2857142857142857,0,1
98,CA-2018-157833,2018-06-17,2018-06-20,0,KD-16345,Katherine Ducich,0,United States,San Francisco,California,94122.0,3,OFF-BI-10001721,1,3,Trimflex Flexible Post Binders,0.10182846024189965,0.42857142857142855,0,1
99,CA-2017-149223,2017-09-06,2017-09-11,3,ER-13855,Elpida Rittenbach,1,United States,Saint Paul,Minnesota,55106.0,0,OFF-AP-10000358,1,1,Fellowes Basic Home/Office Series Surge Protectors,0.15501275157843322,0.7142857142857142,1,2
100,CA-2017-158568,2017-08-29,2017-09-02,3,RB-19465,Rick Bensley,2,United States,Chicago,Illinois,60610.0,0,OFF-PA-10003256,1,12,Avery Personal Creations Heavyweight Cards,0.1284766568043784,0.5714285714285714,0,2
101,CA-2017-158568,2017-08-29,2017-09-02,3,RB-19465,Rick Bensley,2,United States,Chicago,Illinois,60610.0,0,TEC-AC-10001767,2,0,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,0.19123764378055277,0.5714285714285714,0,2
102,CA-2017-158568,2017-08-29,2017-09-02,3,RB-19465,Rick Bensley,2,United States,Chicago,Illinois,60610.0,0,OFF-BI-10002609,1,3,Avery Hidden Tab Dividers for Binding Systems,0.0026904429221733337,0.5714285714285714,0,2
103,CA-2017-129903,2017-12-01,2017-12-04,2,GZ-14470,Gary Zandusky,0,United States,Rochester,Minnesota,55901.0,0,OFF-PA-10004040,1,12,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),0.04699467116141457,0.42857142857142855,0,2
104,US-2016-156867,2016-11-13,2016-11-17,3,LC-16870,Lena Cacioppo,0,United States,Aurora,Colorado,80013.0,3,TEC-AC-10001552,2,0,Logitech K350 2.4Ghz Wireless Keyboard,0.47733742237952065,0.5714285714285714,0,0
105,US-2016-156867,2016-11-13,2016-11-17,3,LC-16870,Lena Cacioppo,0,United States,Aurora,Colorado,80013.0,3,FUR-FU-10004006,0,9,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",0.2040172476608761,0.5714285714285714,0,0
106,US-2016-156867,2016-11-13,2016-11-17,3,LC-16870,Lena Cacioppo,0,United States,Aurora,Colorado,80013.0,3,OFF-BI-10002794,1,3,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",0.07294223154624399,0.5714285714285714,0,0
107,CA-2018-119004,2018-11-23,2018-11-28,3,JM-15250,Janet Martin,0,United States,Charlotte,North Carolina,28205.0,2,TEC-AC-10003499,2,0,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,0.14746990267162585,0.7142857142857142,1,0
108,CA-2018-119004,2018-11-23,2018-11-28,3,JM-15250,Janet Martin,0,United States,Charlotte,North Carolina,28205.0,2,TEC-PH-10002844,2,13,Speck Products Candyshell Flip Case,0.05514607263395164,0.7142857142857142,1,0
109,CA-2018-119004,2018-11-23,2018-11-28,3,JM-15250,Janet Martin,0,United States,Charlotte,North Carolina,28205.0,2,OFF-AR-10000390,1,2,Newell Chalk Holder,0.00572519848022004,0.7142857142857142,1,0
110,CA-2016-129476,2016-10-15,2016-10-20,3,PA-19060,Pete Armstrong,2,United States,Orland Park,Illinois,60462.0,0,TEC-AC-10000844,2,0,Logitech Gaming G510s - Keyboard,0.6796491214022332,0.7142857142857142,1,2
111,CA-2018-146780,2018-12-25,2018-12-30,3,CV-12805,Cynthia Voltz,1,United States,New York City,New York,10035.0,1,FUR-FU-10001934,0,9,Magnifier Swing Arm Lamp,0.0831074615751102,0.7142857142857142,1,2
112,CA-2017-128867,2017-11-03,2017-11-10,3,CL-12565,Clay Ludtke,0,United States,Urbandale,Iowa,50322.0,0,OFF-AR-10000380,1,2,"Hunt PowerHouse Electric Pencil Sharpener, Blue",0.15116926168961417,1.0,1,2
113,CA-2017-128867,2017-11-03,2017-11-10,3,CL-12565,Clay Ludtke,0,United States,Urbandale,Iowa,50322.0,0,OFF-BI-10003981,1,3,"Avery Durable Plastic 1"" Binders",0.05364070576083084,1.0,1,2
114,CA-2015-115259,2015-08-25,2015-08-27,2,RC-19960,Ryan Crowe,0,United States,Columbus,Ohio,43229.0,1,OFF-FA-10000621,1,8,"OIC Colored Binder Clips, Assorted Sizes",0.07937607347471504,0.2857142857142857,0,1
115,CA-2015-115259,2015-08-25,2015-08-27,2,RC-19960,Ryan Crowe,0,United States,Columbus,Ohio,43229.0,1,OFF-EN-10002600,1,7,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",0.008559772273224088,0.2857142857142857,0,1
116,CA-2015-115259,2015-08-25,2015-08-27,2,RC-19960,Ryan Crowe,0,United States,Columbus,Ohio,43229.0,1,OFF-PA-10004965,1,12,Xerox 1921,0.047106772949838456,0.2857142857142857,0,1
117,CA-2015-115259,2015-08-25,2015-08-27,2,RC-19960,Ryan Crowe,0,United States,Columbus,Ohio,43229.0,1,OFF-EN-10002504,1,7,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",0.2602763309084649,0.2857142857142857,0,1
119,US-2016-136476,2016-04-05,2016-04-10,3,GG-14650,Greg Guthrie,1,United States,Bristol,Tennessee,37620.0,2,OFF-BI-10003650,1,3,GBC DocuBind 300 Electric Binding Machine,0.31498600729462356,0.7142857142857142,1,0
120,CA-2017-103730,2017-06-12,2017-06-15,0,SC-20725,Steven Cartwright,0,United States,Wilmington,Delaware,19805.0,1,FUR-FU-10002157,0,9,Artistic Insta-Plaque,0.09327669523927727,0.42857142857142855,0,1
121,CA-2017-103730,2017-06-12,2017-06-15,0,SC-20725,Steven Cartwright,0,United States,Wilmington,Delaware,19805.0,1,OFF-BI-10003910,1,3,DXL Angle-View Binders with Locking Rings by Samsill,0.060847249302366554,0.42857142857142855,0,1
122,CA-2017-103730,2017-06-12,2017-06-15,0,SC-20725,Steven Cartwright,0,United States,Wilmington,Delaware,19805.0,1,OFF-ST-10000777,1,14,"Companion Letter/Legal File, Black",0.45264299984385825,0.42857142857142855,0,1
123,CA-2017-103730,2017-06-12,2017-06-15,0,SC-20725,Steven Cartwright,0,United States,Wilmington,Delaware,19805.0,1,OFF-EN-10002500,1,7,Globe Weis Peel & Seel First Class Envelopes,0.2293602591152767,0.42857142857142855,0,1
124,CA-2017-103730,2017-06-12,2017-06-15,0,SC-20725,Steven Cartwright,0,United States,Wilmington,Delaware,19805.0,1,TEC-PH-10003875,2,13,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,0.13531486589823563,0.42857142857142855,0,1
127,US-2018-107272,2018-11-05,2018-11-12,3,TS-21610,Troy Staebel,0,United States,Phoenix,Arizona,85023.0,3,OFF-BI-10003274,1,3,"Avery Durable Slant Ring Binders, No Labels",0.0038915335124292856,1.0,1,0
